text,language
"Perfect! Making this for all my family to enjoy, thank you so much for the recipe sir!",english
"Τέτοια πλοκή ούτε στο Avengers Endgame! Όλη αυτή η μνησικακία που χτιζόταν απέναντι στον Αλέξανδρο όλα αυτά τα χρόνια τον έκανε να ωριμάσει πνευματικά και ψυχικά και το αξιοποίησε με τον καλύτερο τρόπο! Ο Αλέξανδρος μετέδωσε ένα πολύ σημαντικό και χτύπησε ένα καμπανάκι για όλους μας, ώστε να κοιτάξουμε τον εαυτό μας και να μην ενοχλούμε τις ""φωλιές"" των άλλων!",greek
It actually somehow seems delicious,english
Tha pame gia ena peripato sto kentro. ,greeklish
2022 κανείς,greek
Επειδή δε παρακολουθώ Τζακ δεν ήξερα καν ότι έπαιζε κάτι τέτοιο στο παρασκήνιο για άλλη μια φορά απέδειξες αυτό που ήθελες μπράβο.Καθε φορά που βγάζεις βίντεο από παλιά μέχρι σήμερα πιστεύω είσαι αληθινός και παραμένεις παρά την αλλαγή στη ζωή σου.,greek
ol pos isoun etsi sto strato :P ,greeklish
I bet this guy uses more eggs in a week than the entirety of Australia in an entire year,english
"9 χρόνια τώρα γουσταρα με την περσόνα του booyah. Από εδώ και πέρα μου φαίνεται ότι θα δούμε έναν εντελώς διαφορετικό άνθρωπο. Τον Αλέξανδρο. Είμαι σίγουρος όμως για ένα πράγμα, στα επόμενα βίντεο θα διαφωνήσω με κάποια πράγματα, αλλά ταυτόχρονα θα αναθεωρήσω για κάποια άλλα. Συνέχισε την καλή δουλειά!!",greek
"Επιτέλους μιλάει κάποιος που μπορεί να ακουστεί!!!
Για ακόμη μία φορά μόνο μία λέξη...Υπερηφάνια.
Keep it up,Booyah! Θα βαστάμε την σκάλα,αδερφέ!",greek
"ultrex man , gia ti pitirida kai ti ksirodermia",greeklish
"Booyah μάγκα μου πολύ ωραίο και ήρεμο βιντεάκι, μακάρι περισσότεροι άνθρωποι να είχαν την ωριμότητά σου σε αυτά τα ζητήματα. Να ξέρεις εγώ αυτό που πείρα από αυτό το βιντεάκι είναι ότι τέτοια άτομα απλά δεν τους δίνεις την παραμικρή σημασία και δεν πατάς τα βίντεο τους απλά. Υπάρχει επιλογή να μην σου εμφανίζει content από οποίο κανάλι θέλεις. Κρίμα πάντως για τον Mike, δεν ήξερα ότι έχει αντιγράψει στεγνά άλλους creators ούτε για το Braf ούτε για το what the fact, η αλήθεια είναι ότι τον εκτιμούσα πολύ. Μπράβο πάντως που μετά απ'ότι σου έκαναν έμεινες ήρεμος και το αντιμετωπισες με αυτό τον τρόπο, αν και όπως είπες πρέπει να σε έκαναν σκουπίδι όταν πρώτο έγιναν αυτά τα πράγματα, νομίζω ο καθένας θα ένιωθε παρά μα πάρα πολύ άσχημα σε αυτή την περίπτωση",greek
"Ρε καριόλη, είμαι 35 χρόνων και κάθομαι σαν παρατηρητής και κοιτάω συχνά πολλά κανάλια στο youtube γιατί πραγματικά πιστεύω το μέσο. Έχω περάσει τρομερά χαμένες ώρες για να δω που και τι πάει. Από τέρμα ψευτιά μέχρι πραγματικά ωραία πράγματα. Αλλά τι μπουρδέλο είναι αυτό.",greek
I'm so glad I found your video. The tips and tricks you shared really took my homemade fried rice to the next level!,english
Thank you! I've been wanting to make this for my family for so long now. I feel like it is easy simple meal.,english
Beautifully cooked ,english
"I genuinely want to know if people use your videos to cook with, without ruining it.",english
"Δεν ήξερα καν για την ύπαρξη του ""αρχηγού""... Και απλά ντρέπομαι που υπάρχουν τέτοια υποκείμενα στις μέρες μας.",greek
Can't make a How To Basic video without eggs. ,english
"Έχουν περάσει 4 μήνες από όταν το ανέβασες, όταν το βρήκα μπροστά μου, στις αρχές, είπα τι έκανε ο τρελός;πω ρε μαλακα ποιος κάθεται να το δει δυόμισι ώρες; τελικά 4 μήνες μετά έκατσα και το είδα.booyah σε ευχαριστώ.",greek
"I was just planning on making this, I’m glad I found this, TY HowToBasic ",english
Ti head and shoulders re? mono Ultrex ,greeklish
Eimai konta ston stathmo tou metro ,greeklish
I can tell he really loves eggs,english
i just ate this and it was amazing  and im not in the hospital!! ,english
teleio,greeklish
eda3ei. T wra? ,greeklish
Όσες φορές και να το δω .... απίθανο .! Keep walking man,greek
katala mikeius dn kanis politiko humor ,greeklish
Exo lathos sto tilefono.,greeklish
"We need Uncle Roger to react to that, this is probably the best recipe I've ever seen",english
"That was not what i was looking for, but it tasted nice",english
"Just a normal Howtobasic video.

Perfect.",english
"Τυχαία είχα πετύχει το κανάλι αυτό μια εποχή που όλοι εκραζαν τον σιν μπόι και είχα βρει και το δικό σου βίντεο Αλέξανδρε που είχες γράψει και τραγούδι μέσα στο βίντεο, νομίζω ήταν 2015, είδα όσα βίντεο είχες στο κανάλι σε λιγότερο από 3 μέρες γιατί όντας και πιτσιρικάς τότε 13 χρονών μου είχε κάνει φοβερή εντύπωση το κανάλι σου. Παρά τα λίγα βίντεο σου κάθε μία στο τόσο γυρνούσα πίσω για να νοσταλγήσω λίγο και τα δικά σου βίντεο γιατί πραγματικά έχω χτενίσει όλο το ελληνικό γιουτιουμπι και η αλήθεια είναι ότι τα δικά σου βίντεο είναι τα πιο ξεχωριστά, ακόμη και το κράξιμο δεν είναι ίδιο με των υπολοίπων. ",greek
"απλά υπέροχος και εύχομαι να συνεχίσεις ακόμα καλύτερος 
θα μου λείψουν τα Ελληνικά YouTube ηταν οτι καλύτερο στην πλατφόρμα..
με συγκινησες σε μαλακα 
τα φιλιά μου",greek
"This man's recipes never disappoint,i did find a lack of eggs in this one tho",english
"That looks delightful, I will make this for my family tonight. Thank you, How to Basic!",english
Καλησπέρα σε παρακολουθώ από το 14 από τα 3 πρώτα βιντεο. Σήμερα ειναι η δεύτερη φορά που τελειώνω αυτό το βίντεο. Μέσα σε αυτό το βίντεο είδα κυρίως την εξέλιξη μου σαν άνθρωπος από 15 χρόνων παιδί σε 24 χρόνων γυναίκα. Είδα πως άρχισα να βάζω σιγά σιγά φίλτρο σε ότι έβλεπα ώστε να φτάσω στα 20 να βλέπω 5-6 μετρημενους γιουτιουμπερ από εκεί που ήμουν καμμένη μέχρι το κόκαλο και έβλεπα τα παντα. Με αυτό το βίντεο κατάλαβα ότι τα φίλτρα που άρχισα να βάζω ειναι επειδή σταμάτησα να είμαι παιδί και άρχισα να καταλαβαίνω τι ορια επιβάλλεται να υπάρχουν στις σχέσεις μεταξύ παιδιών και ενηλικων. Ευχαριστώ για την μίνι ψυχανάλυση.. Καλή συνέχεια,greek
"pote mpraf
?",greeklish
You're a veteran of the channel when you can anticipate when to add the egg.,english
"I tried this recipe, it’s really delicious!",english
Den ksero ti na grapso. ,greeklish
"Το μόνο κακό με τα βίντεο του booyah είναι ότι τελειώνουν γρήγορα.
Όση ώρα και αν κρατάνε..",greek
"Λόγοι για να ζήσω:
️Να ζήσω παραπάνω από την βασίλισσα Ελισάβετ 
️Να βγει το ελληνικό YouTube  4  
Ήρθε η ώρα να πεθάνω",greek
"as an Asian, I highly recommend this recipe it’s amazing!",english
Yummy! That tastes very good! I wanna try this tutorial!,english
"Είναι η πρώτη φορά που βλέποντας  βίντεο ξενερώνω που δεν μπορώ να πατήσω το like button παραπάνω φορές.
Αυτό πρέπει να το κάνουμε πρόταση στο youtube",greek
Mia xara einai sinexise etsi ,greeklish
"Over the years I feel like HTB has become an actual GOD of a chef, but still does the funny shit for the bit",english
"mlk στο τέλος ανατρίχιασα όσο δεν πάει, έχω να νιώσω τέτοιο συναίσθημα πολύ καιρό ειδικά από το ελληνικό community Ευχαριστούμε Booyah Boss",greek
kai giati anevase to xapaki sta 750 evro ,greeklish
μοιαζεις με μπογδποο,greek
"Thanks god, i almost did it wrong and i would do it normally if I didn't see this helpful video, thank you so much ",english
Thelo na matho ligotera gia tin istoria tis Elladas. ,greeklish
Eh it’s not the same without the piss ️. Still is pretty tasty fried rice. I should know I followed this recipe to the T. It’s eggcellent ,english
"Μετά την τρίτη φορά που βλέπω το βίντεο  θυμήθηκα αυτό που είχες πει ότι προσέχεις μέχρι και την μουσική που βαζεις και συνειδητοποιησα ότι στο κομμάτι που λες για τον jack lope έχεις βάλει το ""hit the road jack "" ",greek
Ta paidia mou tha erthoun na episkefthoun to spiti. ,greeklish
"Δε θέλω να γράψω πολλά πράγματα, μόνο respect και ελπίζω να συνεχίσεις το youtube για αρκετά χρόνια ώστε να μας ανοίγεις τα μάτια και να μας κάνεις να βλέπουμε πράγματα που καλώς ή κακώς μερικές φορές δε δίνουμε τόσο σημασία και δε μπορούμε να τα δούμε μόνοι μας για πολλούς λόγους.",greek
πριν μου εστειλαν μυνημα οτι βρηκαν 2 viralnews και τωρα ανεβηκε και τριτο την ιδια μερα?????,greek
"Ωχ, ανέβηκε. Νόμιζα ότι θα γίνει αστικός μύθος στο τέλος. (Edit τώρα που είδα και το βίντεο): Δεν σου ξαναδίνω συμβουλή ρε Μασόνε :')",greek
"After eating this, I got stomach cancer, a stroke, and paralysis, but it was delicious!  I love this dish.",english
I appreciate when subscribed to HowToBasic I randomly get a recipe to a delicious meal that doesn’t use too much onion,english
κάνα μπραφ Κάνε,greek
Delicioso ,english
"Well, στο αδικημένοι καλλιτέχνες 8 δεν μίλησα, δεν μπορούσα να πω κάτι θετικό, είναι κυριολεκτικά σαν να ξεκινάς μια σειρά από την 2η σεζόν και μετά να πηγαίνεις στην 1η. Το μόνο που έχω να πω για όλα αυτά είναι ότι 5 χρόνια παρακολουθώ και δεν έχω ξαναδεί κάτι παρόμοιο, κάθε φορά καλύτερος και κάθε φορά λίγη  περισσότερη αλήθεια. Συγχαρητήρια για την δουλειά. Πάμε γερά.",greek
"Απίστευτο βίντεο, δεν περιμέναμε τίποτα λιγότερο από σένα Boss. Χαίρομαι που τα χεις βρει, με τον εαυτό σου και που είσαι ήρεμος από τις διάφορες μαλακίες που σου προκάλεσαν. Ανυπομονώ να δω την συνέχεια μετά το outro.",greek
I highly recommend this recipe! After seeing other egg fried rice recipes they were so hard to make and I couldn’t make it but these is one of the best and easiest recipe I have ever seen 10/10 Def recommend to all the families.,english
"Αγαπητέ Booyah, είναι πλέον τόσο συμπυκνωμένο, τόσο προσεγμένο και τόσο δουλεμένο το υλικό που δεν ξέρω πόσο καλύτερος μπορείς να γίνεις, που πάντα θες!  Τρέλανε μας
Edit: Δε μπορώ να πιστέψω ότι μετά απο 2.30 ώρες βίντεο ΘΕΛΩ Κ ΑΛΛΟ!",greek
"ΚΑΛΑ ΕΚΑΝΕΣ ΚΑΙ ΤΟΝ ΔΙΚΑΣΕΣ (HAYATE) , ΣΕ ΧΑΡΗΚΑ , ΕΧΕΙΣ ΔΙΚΙΟ ΣΕ ΟΛΑ ΠΡΑΓΜΑΤΙΚΑ ΓΙΑ ΤΟ ΠΟΙΟΝ ΑΥΤΟΥ ΤΟΥ ΑΝΘΡΩΠΟΥ. ΕΙΧΑ ΧΡΟΝΙΑ ΝΑ ΔΩ ΒΙΝΤΕΟ ΣΟΥ , ΝΑ'ΝΑΙ ΚΑΛΑ ΕΝΑ ΠΑΛΙΚΑΡΙ ΠΟΥ ΜΟΥ ΕΙΠΕ ΓΙΑ ΤΟ ΣΥΓΚΕΚΡΙΜΕΝΟ ΒΙΝΤΕΟ. ΜΠΡΑΒΟ ΑΠΟ ΕΝΑΝ (ΠΡΩΗΝ) ΥΠΟΚΡΙΤΗ. KEEP IT UP BOOYAH!",greek
"Κάθε βίντεο σου και καλύτερο!
Προσωπικά κρατάω ότι είσαι καλύτερα με τον εαυτό σου!
Θα γίνω ο μαλακας της υπόθεσης, αλλά νομίζω ότι πρέπει να το αναφέρω. Πριν 2-3 χρόνια παρακολούθησα ένα live stream σου. Ένιωσα ότι κάτι δεν πήγαινε καλά. Θεώρησα ότι ο Αλέξανδρος είναι μαλακας, αλλά συνέχισα να εκτιμώ την δουλειά σου. Τώρα καταλαβαίνω γιατί αντέδρασες έτσι τότε στο live.. Απλά ήταν πολλά που δεν γνωρίζαμε.",greek
i was just about to show this tutorial to my mom LOL,english
Οντως στην λημνο φανταροςς...,greek
"This video was so helpful! There's so many other cooking tutorials that are unclear or hard to understand, so I'm glad that this one is so simple and straight to the point!
Can't wait to try this recipe, it looks delicious!",english
Thank you very much for this cool recipe HowToBasic! I sure hope it’s not gonna be something really destructive,english
"Thank you for teaching me how to make this

My egg obsession skyrocketed because of the recipe",english
I like how if you take out all the eggs its just an actual maybe good recipe.,english
"I like to imagine the workers at whatever store he gets his eggs from just know him at this point, they see him walk thought the door and they’re like “oh look it’s the egg guy”",english
Perfect recipe  i made this for my friend and they loved it!,english
You should have a lot of subtitles for different languages so it looks even more professional,english
Απλά είσαι μια διάνοια.άνθρωποι που σε παρακολουθούν τόσα χρόνια θα καταλάβουν τι εννοώ.πως καταφέρνεις και ενώνεις τα κομμάτια ετών αυτό είναι κάτι το εντυπωσιακό.μακράν ο πιο έξυπνος YouTuber των ημερών μας.,greek
NOW THAT IS SOME GOOD LOOKING EGG FRIED Rice yummy,english
"Έφαγα πρωινό, ήπια καφέ, έφαγα μεσημεριανό. ΑΚΟΜΑ ΝΑ ΤΕΛΕΙΏΣΕΙ ΡΕ ΜΛΚ.... Bιντεαρα respect!",greek
You're the reason I can't have breakfast anymore,english
"Well... ένα βίντεο που όσοι σε βλέπουμε από παλιά περιμέναμε πως και πως! Για ακόμη μια φορά μηνύματα με έναν απίστευτο τρόπο, που όχι απλά τα κατανοείς,  τα νιώθεις κιόλας. Ένα βίντεο που είναι 2μιση ώρες και πάλι πέρασαν νεράκι και εάν ειχε άλλες 2μιση ώρες ακόμη το βλέπαμε άνετα χωρίς διακοπή. Δεν το είδα σε άλλο σχόλιο, ΑΛΛΑ, πόνεσε η ψυχή μου όταν έσπασες τα γυαλιά, γιατί με αυτα ταυτησες το booyah boss. Ότι και να πω είναι λίγο.",greek
Το πιο αληθινο βίντεο του YouTube αυτή την στιγμή και μάλλον και για πολλές ακόμη στιγμες. Μπράβο που δεν είσαι ένας ακόμη άνθρωπος που δεν λες απλά λόγια και δείχνεις αποδείξεις σχετικά με το τι λες. Μου άλλαξες την γνώμη για πολλούς youtubers εάν μπορούμε να τους λέμε πλέον έτσι. Συνέχισε να τους γαμας για να σε σέβονται (πραγματικά αξίζει το like αυτό το βίντεο),greek
HowToBasic needs their own restaurant for real,english
Will you make the egg plush from the Euless cake video again in the future? Just wanna know,english
"Σκέφτηκες ποτέ αντί για ""Ελληνικό YouTube"" να το μετονομάσεις ""Σεμινάρια Booyah""? Αλλά νομίζω ο κόσμος μέχρι τώρα δεν ήταν έτοιμος για αυτόν τον τίτλο, ΕΎΓΕ Αλέξανδρε!!!!!",greek
"Πρώτη φορά που θα σχολιάσω σοβαρά... Μια μίξη από συναισθήματα πέρασαν καθώς έβλεπα το βίντεο... Χαρά, συγκίνηση,θυμός... 2μιση ώρες σχεδόν κατάφερες πάλι να μας καθηλώσεις και να τις κάνεις να περάσουν τόσο γρήγορα... Ακόμη ένα πράγμα όμως είναι πως κατάλαβα πως είχα μια δόση υποκρισίας... Το αφήνω εδώ γιατί τα πολλά λόγια είναι φτώχεια όπως λένε και στο χωριό μου!!!",greek
Exo mia protasi gia diakopes sto nesi ,greeklish
"Μωρεεε.... Είσαι καλός σε ο, τι κι αν κάνεις!!!!",greek
Such a good recipe! It was so hard to find an easy AND tasty egg fried rice on YouTube but this one solved the Problem now! Thank you so much ️,english
10 / spaghetti  Im sure my family is ready for this one  ,english
"Υπάρχουν πράγματα που δειχνεις και είναι  μοτίβα για κάθε κοινότητα του κόσμου, και χαίρομαι πολύ που μπορώ να παίρνω κάποια από αυτά σαν παράδειγμα για τους ανθρώπους που θα συναντήσω και εγώ, αργά η γρήγορα σε όλους τους τομείς. Κλειδί απ'ότι φαίνεται είναι συνέχεια να ελέγχεις τον εαυτό σου με τα γεγονότα, αντί με τα πιστεύω και τις απόψεις σου",greek
"Σημειολογικά το κλείσιμο με το revenge    στο τέλος ήταν πολυ εύστοχη! Μπράβο Αλέξανδρε! 
Ποτε δεν πρεπει να κρίνουμε ένα βιβλίο από το εξώφυλλο..",greek
ela mikeius ......milamas gia politiki...gine enas apo emas!!!!!!MUAXAXAXXAXAXA......,greeklish
"Respect. Αυτά τα 5 βίντεο είναι ότι καλύτερο έχει η πλατφόρμα. Κρίμα που τελειώνουν αλλά καταλαβαίνω γιατί, και νομίζω έχεις δίκιο που το αποφάσισες. Με έκανες και μετάνιωσα για κάποια contributions και shout-outs που ένανα στο δικό μου κανάλι. Καλή επιτυχία στο επόμενο βήμα. Περιμένω εναγωνίως.",greek
i already cook in my own kitchen but these techniques are professional and easy,english
It’s the crunch for me. That’s how you know it’s delicious!,english
Ελπίζω να καταλάβουν όλοι αυτά που θες να πεις. Ελπίζω μετά από αυτό το βίντεο να ξυπνήσουμε σε ένα βελτιωμένο ελληνικό YouTube.,greek
mpraaaaaf,greeklish
Eisai o kalyteros/dikos mou philos! ,greeklish
"Α ρε Booyah! 
Κάθε φορά καλύτερος.- 
Αλλά δεν θα σου πω ποτέ ξανά ότι είσαι ""Ο καλύτερος"" γιατί φοβάμαι μην σταματήσεις κι αυτο...",greek
Never seen this channel before and I sure wasn't expecting that lol,english
"My children love fried rice! thank you for this knowledge and wisdom, much fortune to you and your family",english
anevase braf œ laos thelei braf,greeklish
"Θεωρώ πλέον ξεκάθαρα ότι είσαι ένας από τους πιο συνειδητοποιημένους και πιο έξυπνους creators. Συνέχισε την καλή δουλειά. 
*ΥΣ Επίσης είχα αρνητική άποψη για τον Παναγιώτη μέσα από κάποια βίντεο που είχα δει χωρίς βέβαια να γνωρίζω τα ""backstage"" δυστυχώς πολλές φορές ξεχνάμε την φράση να μην κρίνουμε ένα βιβλίο από το εξώφυλλο του.",greek
Ρε ΣΥΝΕΧΙΣΕ τα BRAF :(,greek
Wow! I think Uncle Roger will love this!,english
the mini egg spam at 1:35 ,english
"Thank you so much, my family really like this recipe ",english
Το μεγάλο μπράβο μπροστά σε αυτό που έκανες είναι τόσο λιγο που δεν έχω λόγια επιτέλους το κεφάλαιο hayate θείος και τα συναφή επιτέλους να μπούνε στη θέση τους και να ξυπνήσει ο κόσμος.,greek
i was done with clickbait videos. finally something that's not fake. straight to the point. perfect recipe. within minutes and very tasty,english
"Mikeus εισαι ενας μικρός θεός!! Το χεις με οτι και αν κανεις!! Αλλα σαν το Μπραφ δεν εχει....συνέχισε το,αφού ειχε επιτυχία!",greek
Χαίρομαι που χρησιμοποίησα την πόρτα..,greek
mixalaki mporeis kai kalitera na kaneis ton americano ,greeklish
Μόλις είδα το βίντεο για δεύτερη φορά και ήδη νιώθω ότι θέλω να το ξαναδώ...,greek
Γιατί μου το έβγαλε σε προτεινόμενο εν έτη 2020 ,greek
Actual cooking videos get more views but he stays true to himself,english
"Πόσα ραντεβού ακυρώθηκαν γι' αυτό το δυομισάωρο.... Δεν μπορούσα να φανταστώ ότι το YouTube community ήταν τόσο τοξικό. Για την ακρίβεια, μετά από όλα αυτά δεν ξέρω αν πρέπει  καν να λέγεται community. Όσο για σένα, δεν ξέρω αν εσύ το βλέπεις στα βίντεό σου, αλλά είναι εμφανές ότι έχεις πάει μπροστά. Εγώ δεν θέλω τον παλιό Booyah, θέλω κάθε φορά τον επόμενο... Άντε, τα λέμε την επόμενη εβδομάδα ",greek
"Βλεποντας μετα απο 6 μηνες ξανα το βιντεο, συνειδητοποιησα οτι ο Τζακ ειναι πραγματικα δημοσιογραφος (της ελληνικης τηλεορασης, που προσπαθει να φτιαχνει ιστοριες για να ""ανακαλυψει"" και να δημοσιοποιησει ενα ρεπορταζ στην εκπομπη του).",greek
Thelo na matho ligotera gia tin istoria tis Elladas. ,greeklish
"Το ότι τα λόγια σου είναι μόνο βασισμένα σε πραγματικά γεγονότα είναι ακραίο. Ο,τι λες το αποδεικνύεις,μπράβο για την στάση σου,μπράβο που μας ανοίγεις τα μάτια",greek
Άρε μπούγια .είναι η φάση που δεν ξέρω τι να γράψω έχω χαθεί μέσα στις σκέψεις  . Είσαι δύναμη μεγάλη respect!!!,greek
"Αυτό ειναι το Booyah Boss που ξέραμε. Τα σπασμένα γυαλιά δε το τρώμε.... ζούμε για το 6, που αν πάρεις το feedback απο το 4 και το κάνεις σενάριο θα πιάσει 6άωρο... Θα περιμένω και ας έχω βγει στη σύνταξη... Μαθουσάλας θα γίνω καριόλη να ξέρεις ! cheers!!",greek
"Booyah είσαι ένας άνθρωπος που έχεις μάθει πολλά. Και αυτό φαίνεται στα βίντεο σου . Τα τελευταία λόγια του βίντεο δεν περίμενα να τα ακούσω από ένα βίντεο του youtube ελληνικής εμβέλειας. Θέλει μεγάλη προσπάθεια και ταπεινοφροσυνη μόνο και μόνο για να καταλάβεις ότι δεν είμαστε τέλειοι και ότι πάντα υπάρχουν περιθώρια βελτίωσης του εαυτού μας. Αντί να περιμένουμε την κοινωνία να αλλάξει για εμάς, καλύτερα να κάνουμε μια ενδοσκοπιση και μια αυτοκριτική. Γιατί η κοινωνία δεν είναι οι ""άλλοι"", αλλά ""εμείς"". Μπορώ να σε θεωρήσω πλέον σαν τον Έλληνα pewdiepie, όχι λόγο επιτυχίας στο YouTube, αλλά λόγο της σοφίας που κατάφερες να μαζέψεις τόσα χρόνια, και που μεταλαμπαδευεις μέσω των βίντεο σου σε μας. Να περνάς καλά λεβέντη και καλές επιτυχίες στο κανάλι.",greek
 ti kns? ,greeklish
I love how he make it so so good,english
"Φίλε booyah είχα ξεχάσει το συγκεκριμένο σχόλιο μου 1:16:18 και σε ευχαριστώ αφάνταστα που το έκανες Point out! Ήταν η περίοδος τοτε που αερά και που έβλεπα jack lope  και άρχισαν να μου μπαίνουν ιδέες για το υλικό σου. Απο οτι κατάλαβα (απο το γεγονός οτι στο έγραψα απο alt acc ήξερα κάπου μέσα μου και εγώ οτι αυτό ήταν λάθος) και απλά δεν μου άρεσε στα μάτια του τότε εαυτού μου οτι είχες αργήσει να ανεβάσεις τόσο καιρό υλικό. Αυτό το comment δεν το στέλνω ούτε για να δικαιολογηθώ ούτε για να πώ οτι ο jack με παρακίνησε και εμένα ούτε τίποτα τέτοιο γιατι τότε που το έστειλα ήμουν 16 και σε παρακολουθώ όντως πάρα πολύ καιρό οπότε καταλαβαίνεις και εσύ οτι δεν μπορώ να με δικαιολογίσω κάπως, είχα full επίγνωση για το τι έκανα και σε ποιόν (Ήσουν, βασικά είσαι αυτός που μου έδωσε την έμπνευση να αρχίσω όλο αυτό και εγώ). Αυτο το comment  το στέλνω απλά για να πω ενα συγνώμη και να συνεχίσεις να μας κάνεις καλύτερους ανθρώπους με την καταπληκτική δουλειά που κάνεις όλο αυτόν τον καιρό, καλή συνέχεια!",greek
@howtobasic Perfect egg fry rice! i will try it.,english
"i absolutely love how he gets SO CLOSE to making something truly delicious everytime,so you can litterally skip a few parts and make something beautiful.This is the perfect cooking channel on youtube,shit loads of sarcasm while actually teaching you to cook what you wanted to watch as a joke.",english
"I was so concerned for a minute, I thought this might be a troll recipe, but then it was clear that this was perfect.",english
Beat recipe I've found! Gonna try this with my daughter! ,english
Thank You HowToBasic.  Now I can open my very own restaurant with egg fried rice as the main dish.,english
Na pernas kala! ,greeklish
"Περίμενα χρόνια για αυτό το βίντεο. Δεν πίστευα μετά από τόσο καιρό ότι θα βγεί, και να  πω την αλήθεια δεν είχα πολλές προσδοκίες ότι θα είναι άξιο τον προηγούμενων (για τα δικά μου δεδομένα πάντα). Μπήκα με μικρό καλάθι και χαίρομαι που έκανα λάθος! Πιστεύω ότι είναι το καλύτερο βίντεο στο Ελληνικό YouTube και μπράβο σου που αφιέρωσες τόσο χρόνο απ' τη ζωή σου για να το φτιάξεις και να μας το δείξεις. Εκτός απ' την αλήθεια για όλους τους υπόλοιπους,  με έκανες να θυμηθώ γιατί ξεκίνησα να βλέπω YouTubers και να καταλάβω γιατί δεν με γεμίζει πια. Μέσα σε δύο ώρες κατάφερες να με κάνεις να σιχαθώ άτομα που υπάρχουν στον κόσμο, να στεναχωριέμαι για άτομα που κάποτε έβλεπα, να γελάσω με το πόσο sad είμαστε τελικά και τέλος να κλάψω όπως έκλαιγα στην τελευταία ταινία Harry Potter! ",greek
1 comment wtf,english
"Σε παρακολουθώ χρόνια ρε Boss.. αυθεντικός, ειλικρινείς κ δημιουργικός! #KeepUp",greek
"1:50:22 Εκεί που νομίζαμε οτι ο Booyah πάλευε σοβαρά.....αλλά κάναμε λάθος.....σήκωσε αργά τα γυαλιά του Βοοyah Boss ,απο πίσω άρχισε να παίζει το Clavar La Espada και ψέλλισε Bankai: Booyahkakayoko Ogunsoto Booyah....the final battle begins!!",greek
Pe8eno hahhahahahahahha ,greeklish
"Ήρθε 
Ειδε
Μίλησε ΜΙΑ ΦΟΡΑ 
Νίκησε",greek
Tha deis ti skeftomai.,greeklish
Εγώ σε αντίθεση με τους άλλους ήρθα στο κανάλι από το βίντεο αδικημένοι καλλιτέχνες 8. Δεν είχα ιδέα για το drama που υπήρχε μόνο του ντοριτο είχα δει ένα κομμάτι αλλά είχα θεωρήσει την αντίδραση σου φυσιολογική. Βέβαια εγώ απείχα από όλο αυτό λόγο έλλειψης σύνδεσης στο ίντερνετ δεν έβλεπα τόσο πολύ(πιστεύω ότι αν είχα δει όλο το κομμάτι θα είχα παρασυρθεί και εγώ δεν διαφέρω δηλώνω υποκριτής),greek
"It's just a humble, simple recipe.
Any and every time fantastic!
When I ASK MY CHILDREN NICELY!!!, they always eat WITH PLEASURE!!!
They got to like the recipe nowadays so much, they start letting some tears out and they cheer like they are screaming! aww... so sweet!",english
Katapliktikos ,greeklish
"Perfection, I should learn from you when I become a chef someday",english
Pws ginetai na mhn katalavaineis oti einai metrio?,greeklish
"Ευχομαι η αλλαγή σου να είναι για το καλό σου και του κοινού σου! 
Τα αρνητικά του Διαδικτύου δεν αλλάζουν απλά παραγράφονται για ολίγο χρονικό διάστημα… και κοιτα ένα πράγμα καλά. Την δουλειά σου ΝΑ ΤΗΝ ΔΙΑΣΚΕΔΑΖΕΙΣ! Και μην φοβάσαι να γίνεις δυνατός γιατί έτσι δίνεις  δύναμη σε αυτούς που δεν αξίζουν ! Keep up!",greek
"The recipe was so good i made it 2 more times, thanks HowToBasic!",english
first,english
It looks very good!,english
Απίστευτο βίντεο. το είδα σαν να πίνω ένα ποτήρι νερό. Μόνο συγχαρητήρια μπορώ να σου δώσω.,greek
"2:20:58 Ασανσέρ συναισθήματα . Να στεναχωριέσαι που τελειώνει αυτή η θρυλική σειρά για το Ε.yt και από την αλλη να χαίρεσαι που βλέπεις ενα δημόσιο πρόσωπο να αναλαμβάνει επιτέλους ατομική ευθύνη για να βοηθήσει το σύνολο, αγνοώντας το προσωπικό όφελος που μπορεί να αποκομίσει απο σειρά, project κτλ. Τα σπεκια μου Αλεξακη για ακομα μια φορά .",greek
preee.....panta peripi na anaferese stous xorigous xD,greeklish
Mpraaaaaaaaaaaaaaaaaf,greeklish
"τελειο βιντεο, αυτη τη στιγμη το βλεπω 2η φορα. Ωστοσο ρε booyah στο 20 λεπτο μιλας για το πως ξεκινησε η φαση του γιουτιουμπ αλλα σε παλιοτερα βιντεο ειχες πει οτι πηρες το καναλι απο κατι φιλες που δεν τις ανεφερες καν εδω, κατι δεν κολλαει",greek
"Για το θέμα του  hayate και για όλα τα υπόλοιπα αλλά κυρίως για αυτό έχεις πει τα πιο σωστά λόγια μπράβο σου 
είσαι ένας από τους καλύτερους και ποιο σωστούς youtuber",greek
What an amazing and helpful recipe! Very tasty! My family and I make it all the time!,english
"perfect recipe!
used it to make food for family
they liked it!",english
synexise tq viral news!,greeklish
